Circuit,Year,Rider,Pilihan_Ban_Depan,Pilihan_Ban_Belakang,Round,Country_x,Track,Ground,Humidity,Weather,Air Temp,Country_y,Surface_Abrasion,Grip_Level,Layout_Type,Symmetry,Dominant,Constructor,Engine_Config,Description
Mandalika,2023,Fabio DI GIANNANTONI,Soft,Medium,15,Indonesia,Dry,57,65,Clear,31,Indonesia,5,4,Flowing,Highly Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Mandalika,2024,Marc MARQUEZ,Hard,Medium,15,Indonesia,Dry,56,76,Clear,29,Indonesia,5,4,Flowing,Highly Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Mandalika,2025,Fermin ALDEGUER,Soft,Medium,18,Indonesia,Dry,55,74,Partly Cloudly,30,Indonesia,5,4,Flowing,Highly Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Mandalika,2025,Alex MARQUEZ,Soft,Medium,18,Indonesia,Dry,55,74,Partly Cloudly,30,Indonesia,5,4,Flowing,Highly Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Rio Hondo,2022,Enea BASTIANINI,Hard,Soft,3,Argentina,Dry,44,49,Clear,26,Argentina,4,2,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Rio Hondo,2022,Fabio DI GIANNANTON,Hard,Soft,3,Argentina,Dry,44,49,Clear,26,Argentina,4,2,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Rio Hondo,2023,Alex MARQUEZ,Medium,Medium,2,Argentina,Wet,21,57,Light Rain,18,Argentina,4,2,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Rio Hondo,2023,Fabio DI GIANNANTONI,Medium,Medium,2,Argentina,Wet,21,57,Light Rain,18,Argentina,4,2,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Rio Hondo,2025,Alex MARQUEZ,Medium,Medium,2,Argentina,Dry,36,67,Cloudly,26,Argentina,4,2,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Rio Hondo,2025,Fermin ALDEGUER,Medium,Soft,2,Argentina,Dry,36,67,Cloudly,26,Argentina,4,2,Flowing,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Motegi,2022,Enea BASTIANINI,Hard,Soft,16,Japan,Dry,38,69,Clear,22,Japan,3,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Motegi,2022,Fabio DI GIANNANTONI,Hard,Soft,16,Japan,Dry,38,69,Clear,22,Japan,3,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Motegi,2023,Fabio DI GIANNANTONI,Hard,Soft,14,Japan,Dry,26,78,Heavy Rain,24,Japan,3,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Motegi,2024,Marc MARQUEZ,Hard,Medium,16,Japan,Dry,26,91,Cloudly,21,Japan,3,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Motegi,2024,Alex MARQUEZ,Hard,Medium,16,Japan,Dry,26,91,Cloudly,21,Japan,3,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Motegi,2025,Alex MARQUEZ,Medium,Medium,17,Japan,Dry,41,53,Partly Cloudly,28,Japan,3,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Motegi,2025,Fermin ALDEGUER,Medium,Medium,17,Japan,Dry,41,53,Partly Cloudly,28,Japan,3,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2022,Enea BASTIANINI,Medium,Medium,17,Thailand,Wet,29,85,Raining,27,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2022,Fabio DI GIANNANTONI,Medium,Medium,17,Thailand,Wet,29,85,Raining,27,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2023,Fabio DI GIANNANTONI,Medium,Hard,17,Thailand,Dry,47,58,Partly Cloudly,33,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2023,Alex MARQUEZ,Medium,Medium,17,Thailand,Dry,47,58,Partly Cloudly,33,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2024,Alex MARQUEZ,Medium,Medium,18,Thailand,Wet,28,93,Light Rain,25,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2024,Marc MARQUEZ,Medium,Medium,18,Thailand,Wet,28,93,Light Rain,25,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2025,Alex MARQUEZ,Soft,Medium,1,Thailand,Dry,50,41,Partly Cloudly,36,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Chang,2025,Fermin ALDEGUER,Soft,Soft,1,Thailand,Dry,50,41,Partly Cloudly,36,Thailand,4,4,Stop & Go,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2022,Enea BASTIANINI,Hard,Hard,18,Australia,Dry,35,61,Partly Cloudly,14,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2022,Fabio DI GIANNANTONI,Medium,Hard,18,Australia,Dry,35,61,Partly Cloudly,14,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2023,Fabio DI GIANNANTONI,Hard,Medium,16,Australia,Dry,35,68,Cloudly,18,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2023,Alex MARQUEZ,Hard,Medium,16,Australia,Dry,35,68,Cloudly,18,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2024,Marc MARQUEZ,Hard,Soft,17,Australia,Dry,38,80,Partly Cloudly,15,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2024,Alex MARQUEZ,Hard,Soft,17,Australia,Dry,38,80,Partly Cloudly,15,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2025,Alex MARQUEZ,Hard,Medium,19,Australia,Dry,21,40,Partly Cloudly,21,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Phillip Island,2025,Fermin ALDEGUER,Hard,Medium,19,Australia,Dry,21,40,Partly Cloudly,21,Australia,5,4,Flowing,Highly Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2022,Enea BASTIANINI,Medium,Soft,19,Malaysia,Dry,38,57,Cloudly,31,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2022,Fabio DI GIANNANTONI,Medium,Soft,19,Malaysia,Dry,38,57,Cloudly,31,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2023,Alex MARQUEZ,Medium,Medium,18,Malaysia,Dry,51,73,Partly Cloudly,33,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2023,Fabio DI GIANNANTON,Medium,Medium,18,Malaysia,Dry,51,73,Partly Cloudly,33,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2024,Alex MARQUEZ,Soft,Medium,19,Malaysia,Dry,54,57,Partly Cloudly,34,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2024,Marc MARQUEZ,Soft,Medium,19,Malaysia,Dry,54,57,Partly Cloudly,34,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2025,Alex MARQUEZ,Soft,Soft,20,Malaysia,Dry,55,45,Partly Cloudly,35,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Sepang,2025,Fermin ALDEGUER,Soft,Soft,20,Malaysia,Dry,55,45,Partly Cloudly,35,Malaysia,4,4,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Buddh,2023,Fabio DI GIANNANTONI,Medium,Soft,13,India,Dry,39,65,Partly Cloudly,33,India,4,3,Stop & Go,Asymmetric,Right,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Brno,2025,Fermin ALDEGUER,Medium,Medium,12,Czechia,Dry,40,46,Partly Cloudly,27,Czechia,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Brno,2025,Alex MARQUEZ,Medium,Medium,12,Czechia,Dry,40,46,Partly Cloudly,27,Czechia,4,2,Flowing,Symmetric,Equal,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Balaton Park,2025,Alex MARQUEZ,Medium,Soft,14,Hungary,Dry,41,28,Clear,21,Hungary,2,5,Flowing,Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Balaton Park,2025,Fermin ALDEGUER,Medium,Medium,14,Hungary,Dry,41,28,Clear,21,Hungary,2,5,Flowing,Asymmetric,Left,Ducati,V4,Satelite Team (Gresini 2021 Aprilia)
Lusail,2022,Andrea DOVIZIOSO,Soft,Medium,1,Qatar,Dry,28,53,Clear,23,Qatar,5,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Lusail,2022,Darryn BINDER,Soft,Medium,1,Qatar,Dry,28,53,Clear,23,Qatar,5,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Lusail,2023,Raul FERNANDEZ,Hard,Hard,19,Qatar,Dry,28,59,Clear,26,Qatar,5,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Lusail,2024,PORMiguel OLIVEIRA,Medium,Medium,1,Qatar,Dry,26,66,Clear,22,Qatar,5,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Lusail,2024,Raul FERNANDEZ,Medium,Medium,1,Qatar,Dry,26,66,Clear,22,Qatar,5,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Lusail,2025,Ai OGURA,Medium,Medium,4,Qatar,Dry,33,40,Clear,28,Qatar,5,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Lusail,2025,Raul FERNANDEZ,Medium,Medium,4,Qatar,Dry,33,40,Clear,28,Qatar,5,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Jerez,2022,Andrea DOVIZIOSO,Hard,Medium,6,Spain,Dry,44,35,Clear,27,Spain,3,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Jerez,2022,Darryn BINDER,Hard,Medium,6,Spain,Dry,44,35,Clear,27,Spain,3,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Jerez,2023,Raul FERNANDEZ,Medium,Medium,4,Spain,Dry,33,40,Clear,28,Spain,3,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Jerez,2024,PORMiguel OLIVEIRA,Medium,Medium,4,Spain,Dry,39,37,Clear,20,Spain,3,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Jerez,2024,Raul FERNANDEZ,Medium,Medium,4,Spain,Dry,39,37,Clear,20,Spain,3,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Jerez,2025,Ai OGURA,Medium,Medium,5,Spain,Dry,44,51,Clear,25,Spain,3,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Jerez,2025,Raul FERNANDEZ,Medium,Medium,5,Spain,Dry,44,51,Clear,25,Spain,3,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Le Mans,2022,Andrea DOVIZIOSO,Medium,Soft,7,France,Dry,36,41,Partly Cloudly,28,France,2,4,Stop & Go,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Le Mans,2022,Darryn BINDER,Medium,Soft,7,France,Dry,36,41,Partly Cloudly,28,France,2,4,Stop & Go,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Le Mans,2023,Lorenzo SAVADORI,Hard,Soft,5,France,Dry,39,61,Partly Cloudly,20,France,2,4,Stop & Go,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Le Mans,2024,Raul FERNANDEZ,Hard,Soft,5,France,Dry,29,68,Cloudly,21,France,2,4,Stop & Go,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Le Mans,2024,PORMiguel OLIVEIRA,Hard,Soft,5,France,Dry,29,68,Cloudly,21,France,2,4,Stop & Go,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Le Mans,2025,Raul FERNANDEZ,Soft,Soft,6,France,Wet,19,82,Heavy Rain,16,France,2,4,Stop & Go,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Le Mans,2025,Ai OGURA,Soft,Soft,6,France,Wet,19,82,Heavy Rain,16,France,2,4,Stop & Go,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Algarve,2022,Andrea DOVIZIOSO,Medium,Medium,5,Portugal,Dry,26,70,Cloudly,18,Portugal,4,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Algarve,2022,Darryn BINDER,Medium,Medium,5,Portugal,Dry,26,70,Cloudly,18,Portugal,4,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Algarve,2023,Raul FERNANDEZ,Hard,Soft,1,Portugal,Dry,36,60,Clear,22,Portugal,4,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Algarve,2023,PORMiguel OLIVEIRA,Hard,Medium,1,Portugal,Dry,36,60,Clear,22,Portugal,4,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Algarve,2024,PORMiguel OLIVEIRA,Hard,Medium,2,Portugal,Dry,30,40,Cloudly,24,Portugal,4,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Algarve,2024,Raul FERNANDEZ,Hard,Medium,2,Portugal,Dry,30,40,Cloudly,24,Portugal,4,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Algarve,2025,Ai OGURA,Hard,Medium,21,Portugal,Dry,28,52,Clear,20,Portugal,4,4,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2022,Darryn BINDER,Hard,Medium,8,Italy,Dry,36,40,Partly Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2022,Andrea DOVIZIOSO,Medium,Medium,8,Italy,Dry,36,40,Partly Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2023,Raul FERNANDEZ,Hard,Medium,6,Italy,Dry,45,53,Partly Cloudly,27,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2023,PORMiguel OLIVEIRA,Hard,Medium,6,Italy,Dry,45,53,Partly Cloudly,27,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2024,Raul FERNANDEZ,Medium,Soft,7,Italy,Dry,38,47,Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2024,PORMiguel OLIVEIRA,Medium,Soft,7,Italy,Dry,38,47,Cloudly,22,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2025,Raul FERNANDEZ,Medium,Soft,9,Italy,Dry,49,41,Clear,32,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Mugello,2025,Ai OGURA,Medium,Soft,9,Italy,Dry,49,41,Clear,32,Italy,4,5,Flowing,Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2022,Darryn BINDER,Medium,Medium,9,Catalunya,Dry,55,47,Clear,30,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2022,Andrea DOVIZIOSO,Medium,Medium,9,Catalunya,Dry,55,47,Clear,30,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2023,PORMiguel OLIVEIRA,Medium,Medium,11,Catalunya,Dry,32,48,Cloudly,26,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2023,Raul FERNANDEZ,Medium,Medium,11,Catalunya,Dry,32,48,Cloudly,26,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,Raul FERNANDEZ,Medium,Medium,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,Raul FERNANDEZ,Medium,Medium,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,PORMiguel OLIVEIRA,Medium,Medium,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,PORMiguel OLIVEIRA,Medium,Medium,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,PORMiguel OLIVEIRA,Hard,Hard,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,PORMiguel OLIVEIRA,Hard,Hard,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,Raul FERNANDEZ,Hard,Hard,6,Catalunya,Dry,47,42,Clear,26,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2024,Raul FERNANDEZ,Hard,Hard,20,Catalunya,Dry,16,63,Clear,18,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2025,Ai OGURA,Medium,Medium,15,Catalunya,Dry,41,61,Partly Cloudly,28,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Barcelona,2025,Raul FERNANDEZ,Medium,Medium,15,Catalunya,Dry,41,61,Partly Cloudly,28,Catalunya,4,2,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2022,Andrea DOVIZIOSO,Hard,Hard,10,Germany,Dry,51,22,Clear,35,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2022,Darryn BINDER,Hard,Hard,10,Germany,Dry,51,22,Clear,35,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2023,PORMiguel OLIVEIRA,Hard,Medium,7,Germany,Dry,48,37,Clear,27,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2023,Raul FERNANDEZ,Hard,Medium,7,Germany,Dry,48,37,Clear,27,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2024,PORMiguel OLIVEIRA,Hard,Medium,9,Germany,Dry,32,41,Cloudly,19,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2024,Raul FERNANDEZ,Hard,Medium,9,Germany,Dry,32,41,Cloudly,19,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2025,Raul FERNANDEZ,Hard,Medium,11,Germany,Dry,27,65,Cloudly,21,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Sachsenring,2025,Ai OGURA,Hard,Medium,11,Germany,Dry,27,65,Cloudly,21,Germany,3,4,Flowing,Highly Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Assen,2022,Andrea DOVIZIOSO,Medium,Hard,11,Netherlands,Dry,30,59,Cloudly,22,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Assen,2022,Darryn BINDER,Medium,Hard,11,Netherlands,Dry,30,59,Cloudly,22,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Assen,2023,Raul FERNANDEZ,Hard,Medium,8,Netherlands,Dry,47,32,Clear,30,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Assen,2023,PORMiguel OLIVEIRA,Hard,Medium,8,Netherlands,Dry,47,32,Clear,30,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Assen,2024,Raul FERNANDEZ,Hard,Medium,8,Netherlands,Dry,39,50,Partly Cloudly,22,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Assen,2024,PORMiguel OLIVEIRA,Hard,Medium,8,Netherlands,Dry,39,50,Partly Cloudly,22,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Assen,2025,Raul FERNANDEZ,Hard,Medium,10,Netherlands,Dry,41,66,Cloudly,24,Netherlands,2,4,Flowing,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2022,Andrea DOVIZIOSO,Hard,Medium,13,Austria,Dry,34,55,Clear,26,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2022,Darryn BINDER,Hard,Medium,13,Austria,Dry,34,55,Clear,26,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2023,Raul FERNANDEZ,Hard,Medium,10,Austria,Dry,33,36,Partly Cloudly,30,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2023,PORMiguel OLIVEIRA,Hard,Medium,10,Austria,Dry,33,36,Partly Cloudly,30,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2024,PORMiguel OLIVEIRA,Medium,Medium,11,Austria,Dry,32,64,Partly Cloudly,26,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2024,Raul FERNANDEZ,Medium,Medium,11,Austria,Dry,32,64,Partly Cloudly,26,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2025,Raul FERNANDEZ,Medium,Medium,13,Austria,Dry,32,55,Partly Cloudly,24,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Spielberg,2025,Ai OGURA,Medium,Medium,13,Austria,Dry,32,55,Partly Cloudly,24,Austria,4,5,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Silverstone,2022,Andrea DOVIZIOSO,Medium,Hard,12,England,Dry,43,46,Clear,22,England,3,4,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Silverstone,2022,Darryn BINDER,Medium,Medium,12,England,Dry,43,46,Clear,22,England,3,4,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Silverstone,2023,PORMiguel OLIVEIRA,Soft,Medium,9,England,Dry,24,79,Light Rain,16,England,3,4,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Silverstone,2023,Raul FERNANDEZ,Soft,Medium,9,England,Dry,24,79,Light Rain,16,England,3,4,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Silverstone,2024,Raul FERNANDEZ,Hard,Medium,10,England,Dry,30,55,Cloudly,18,England,3,4,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Silverstone,2024,PORMiguel OLIVEIRA,Medium,Medium,10,England,Dry,30,55,Cloudly,18,England,3,4,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Silverstone,2025,Raul FERNANDEZ,Medium,Medium,7,England,Dry,30,46,Partly Cloudly,16,England,3,4,Flowing,Symmetric,Equal,Aprilia,V4,Satelite Team (RNF Yamaha)
Aragon,2022,Cal CRUTCHLOW,Hard,Medium,15,Spain,Dry,40,45,Clear,23,Spain,4,3,Mixed,Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Aragon,2022,Darryn BINDER,Hard,Medium,15,Spain,Dry,40,45,Clear,23,Spain,4,3,Mixed,Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Aragon,2024,Raul FERNANDEZ,Medium,Medium,12,Spain,Dry,39,57,Partly Cloudly,25,Spain,4,3,Mixed,Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Aragon,2024,PORMiguel OLIVEIRA,Medium,Medium,12,Spain,Dry,39,57,Partly Cloudly,25,Spain,4,3,Mixed,Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Aragon,2025,Raul FERNANDEZ,Medium,Medium,8,Spain,Dry,50,43,Clear,25,Spain,4,3,Mixed,Asymmetric,Left,Aprilia,V4,Satelite Team (RNF Yamaha)
Misano,2022,Andrea DOVIZIOSO,Hard,Medium,14,San Marino,Dry,42,64,Partly Cloudly,27,San Marino,4,4,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
Misano,2022,Andrea DOVIZIOSO,Hard,Medium,14,San Marino,Dry,42,64,Partly Cloudly,27,Italy,4,4,Stop & Go,Highly Asymmetric,Right,Aprilia,V4,Satelite Team (RNF Yamaha)
